Customer ID,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,True_Outlier
109291,Male,Loyal Customer,47,Business travel,Business,3429,4,1,4,4,3,4,4,5,5,5,5,4,5,5,19,43.0,1,False
9564,Male,Loyal Customer,49,Business travel,Business,1755,1,1,1,1,5,5,5,4,4,4,4,3,4,4,0,0.0,1,False
902,Male,disloyal Customer,47,Business travel,Business,113,1,1,1,3,4,1,1,4,1,3,4,2,3,4,0,0.0,0,False
63238,Female,disloyal Customer,62,Business travel,Business,447,2,2,2,5,4,2,4,4,4,4,4,4,4,4,0,0.0,0,False
32530,Female,disloyal Customer,27,Business travel,Eco,163,1,3,1,4,5,1,5,5,4,1,4,4,4,5,7,9.0,0,False
126358,Male,Loyal Customer,58,Personal Travel,Eco,468,3,3,3,2,2,3,2,2,1,1,2,3,4,2,6,11.0,0,False
58862,Female,Loyal Customer,46,Business travel,Business,888,1,1,1,1,5,4,4,4,4,5,4,3,4,5,10,20.0,1,False
18462,Female,Loyal Customer,48,Business travel,Business,2919,5,5,5,5,4,3,3,5,5,5,5,2,5,2,0,0.0,1,False
19521,Female,Loyal Customer,57,Business travel,Business,3382,1,1,1,1,4,4,5,4,4,5,5,4,4,3,0,0.0,1,False
18431,Male,Loyal Customer,56,Business travel,Business,3980,4,4,4,4,3,5,5,4,4,4,4,5,4,3,8,9.0,1,False
87304,Male,Loyal Customer,70,Personal Travel,Eco,577,4,5,4,4,4,4,4,4,3,4,5,5,5,4,51,63.0,0,False
87416,Female,Loyal Customer,57,Personal Travel,Eco,425,3,4,3,2,5,4,4,4,4,3,4,5,4,3,0,0.0,0,False
60404,Female,Loyal Customer,22,Personal Travel,Eco,1452,2,3,2,4,3,2,3,3,2,3,4,1,2,3,25,22.0,0,False
9874,Male,disloyal Customer,27,Business travel,Business,534,1,1,1,1,1,1,1,1,5,3,4,4,5,1,55,54.0,0,False
7627,Female,Loyal Customer,29,Personal Travel,Business,604,5,4,5,5,4,5,1,4,5,4,4,4,4,4,0,4.0,1,False
41870,Male,Loyal Customer,49,Business travel,Eco Plus,483,4,2,2,2,5,4,5,5,5,1,5,1,4,5,0,0.0,1,False
123759,Female,Loyal Customer,39,Business travel,Business,2674,2,2,5,2,3,4,5,4,4,4,4,5,4,3,97,98.0,1,False
33604,Male,disloyal Customer,33,Business travel,Eco,413,4,3,4,3,5,4,2,5,4,4,1,2,2,5,40,30.0,0,False
113169,Male,Loyal Customer,36,Business travel,Business,1504,1,2,2,2,1,4,3,1,1,1,1,2,1,1,2,0.0,0,False
129501,Female,Loyal Customer,46,Business travel,Business,1846,1,1,1,1,2,5,4,5,5,5,5,3,5,3,2,9.0,1,False
123177,Female,Loyal Customer,39,Business travel,Eco,328,4,2,2,2,4,4,4,4,3,1,3,2,3,4,0,0.0,0,False
19021,Male,Loyal Customer,64,Personal Travel,Eco,788,3,5,3,1,2,3,2,2,5,4,4,5,4,2,0,0.0,0,False
47488,Female,Loyal Customer,65,Personal Travel,Eco,584,4,4,4,2,5,4,5,2,2,4,2,3,2,5,1,1.0,0,False
101594,Male,Loyal Customer,41,Business travel,Business,1139,3,3,3,3,4,5,4,5,5,5,5,5,5,3,5,0.0,1,False
22591,Male,disloyal Customer,20,Business travel,Eco,300,2,3,2,4,4,2,1,4,5,1,3,4,5,4,0,0.0,0,False
4864,Male,Loyal Customer,30,Personal Travel,Eco,500,1,4,1,4,4,1,4,4,1,2,3,4,4,4,15,6.0,0,False
109798,Female,disloyal Customer,20,Business travel,Business,1073,5,5,5,4,5,5,5,5,3,2,5,5,5,5,52,29.0,1,False
104998,Male,Loyal Customer,37,Personal Travel,Eco,314,1,4,1,5,4,1,4,4,4,2,4,5,5,4,15,13.0,0,False
51745,Female,Loyal Customer,23,Personal Travel,Eco,261,2,4,2,4,5,2,5,5,1,1,3,4,1,5,0,0.0,0,False
37019,Male,Loyal Customer,51,Personal Travel,Eco,759,3,3,4,3,4,4,3,4,5,3,3,5,2,4,0,0.0,0,False
36979,Male,Loyal Customer,45,Business travel,Business,759,1,1,2,1,3,2,3,4,4,4,4,1,4,4,14,4.0,1,False
25846,Male,Loyal Customer,30,Business travel,Business,3133,2,2,2,2,4,4,4,4,5,4,2,1,3,4,9,0.0,1,False
116132,Female,Loyal Customer,70,Personal Travel,Eco,337,1,4,1,2,4,5,4,4,4,1,4,5,4,3,2,0.0,0,False
90571,Male,Loyal Customer,42,Business travel,Business,2488,2,2,2,2,5,4,5,4,4,4,4,5,4,4,0,0.0,1,False
67874,Male,Loyal Customer,47,Personal Travel,Eco,1464,3,5,3,3,5,3,5,5,3,3,4,5,5,5,0,0.0,0,False
30244,Male,Loyal Customer,44,Personal Travel,Eco,896,1,5,1,4,3,1,3,3,3,5,5,3,5,3,0,0.0,0,False
21530,Female,Loyal Customer,56,Personal Travel,Eco,399,4,4,4,3,5,4,4,1,1,4,1,5,1,5,0,0.0,0,False
2541,Female,Loyal Customer,56,Business travel,Business,280,4,4,4,4,4,5,4,5,5,5,5,4,5,3,10,4.0,1,False
77130,Male,Loyal Customer,39,Personal Travel,Eco Plus,1481,3,4,4,4,1,4,1,1,5,5,5,5,3,1,0,0.0,0,False
44793,Male,Loyal Customer,41,Business travel,Eco Plus,1250,5,4,4,4,5,5,5,5,5,1,4,1,3,5,19,20.0,1,False
51649,Male,Loyal Customer,44,Business travel,Business,2760,2,4,4,4,3,3,4,2,2,2,2,3,2,2,0,0.0,0,False
76060,Female,Loyal Customer,45,Business travel,Business,3560,4,4,4,4,2,5,4,3,3,3,3,3,3,3,0,0.0,1,False
71689,Male,Loyal Customer,70,Personal Travel,Eco,1182,5,4,5,1,4,5,4,4,3,4,3,3,4,4,0,0.0,1,False
72201,Female,Loyal Customer,23,Personal Travel,Eco,594,5,4,5,5,4,5,4,4,4,2,3,1,4,4,0,5.0,1,False
57286,Female,Loyal Customer,44,Business travel,Business,2033,5,5,5,5,3,4,4,5,5,5,5,4,5,4,0,0.0,1,False
29429,Female,Loyal Customer,44,Business travel,Business,2149,3,3,4,3,4,5,1,4,4,4,4,1,4,3,0,0.0,1,False
73435,Male,Loyal Customer,39,Personal Travel,Eco,1182,1,5,2,4,2,2,2,2,4,3,4,1,4,2,0,0.0,0,False
2485,Female,Loyal Customer,33,Business travel,Business,1379,3,3,3,3,2,5,5,3,3,4,3,4,3,4,0,8.0,1,False
90087,Male,Loyal Customer,46,Business travel,Eco,957,1,2,2,2,1,1,1,1,4,2,3,4,3,1,0,0.0,0,False
79565,Female,Loyal Customer,47,Business travel,Business,3724,3,3,3,3,4,4,5,5,5,5,5,4,5,4,11,42.0,1,False
20524,Female,Loyal Customer,24,Business travel,Business,2944,3,3,3,3,4,4,4,4,1,2,4,1,4,4,7,0.0,1,False
16109,Male,Loyal Customer,15,Business travel,Business,725,3,5,5,5,3,3,3,3,4,1,3,1,4,3,11,8.0,0,False
34804,Female,Loyal Customer,19,Personal Travel,Eco,264,1,2,1,3,3,1,3,3,2,3,4,3,3,3,0,0.0,0,False
40044,Male,disloyal Customer,40,Business travel,Eco,926,4,4,4,4,1,4,1,1,4,1,4,1,3,1,2,0.0,1,False
24625,Male,Loyal Customer,38,Business travel,Business,3185,5,5,2,5,1,2,2,4,4,4,5,1,4,4,0,0.0,1,False
94376,Male,Loyal Customer,51,Business travel,Business,3529,3,3,3,3,5,5,4,3,3,4,3,3,3,5,0,0.0,1,False
70746,Female,Loyal Customer,27,Personal Travel,Eco,675,5,4,5,3,1,5,1,1,1,5,3,1,4,1,0,0.0,1,False
112881,Male,disloyal Customer,50,Business travel,Business,1476,3,2,2,4,4,3,4,4,3,2,5,5,5,4,0,0.0,0,False
50731,Male,Loyal Customer,18,Personal Travel,Eco,109,3,3,3,4,5,3,5,5,1,3,4,1,3,5,0,2.0,0,False
27643,Male,Loyal Customer,10,Personal Travel,Eco Plus,679,2,4,2,3,4,2,4,4,5,5,5,4,4,4,0,0.0,0,False
97204,Male,Loyal Customer,16,Personal Travel,Eco,1390,3,4,3,4,3,3,3,3,5,4,5,4,5,3,12,0.0,0,False
74186,Male,Loyal Customer,48,Personal Travel,Eco,641,2,1,2,4,1,2,1,1,4,2,4,2,3,1,2,0.0,0,False
8315,Female,Loyal Customer,37,Business travel,Eco Plus,294,2,4,4,4,2,2,2,2,4,4,3,2,3,2,0,0.0,0,False
108423,Female,Loyal Customer,46,Business travel,Business,1444,2,2,2,2,3,5,5,4,4,4,4,4,4,5,19,14.0,1,False
103211,Female,disloyal Customer,24,Business travel,Eco,351,3,3,3,3,5,3,5,5,5,2,4,4,5,5,10,0.0,0,False
103865,Female,Loyal Customer,48,Personal Travel,Eco,1072,1,4,1,3,5,5,5,3,3,1,5,4,3,5,0,1.0,0,False
84400,Female,Loyal Customer,48,Business travel,Business,1858,3,4,4,4,5,4,3,3,3,3,3,2,3,3,73,79.0,0,False
75018,Female,Loyal Customer,44,Business travel,Business,2119,5,5,5,5,5,4,4,3,3,4,3,5,3,5,0,0.0,1,False
41956,Female,Loyal Customer,31,Business travel,Business,2174,3,2,3,3,2,2,2,2,4,3,2,5,3,2,0,0.0,1,False
110645,Male,Loyal Customer,34,Business travel,Business,837,5,5,5,5,5,5,4,4,4,5,4,5,4,5,84,77.0,1,False
7879,Male,disloyal Customer,27,Business travel,Business,948,1,1,1,4,3,1,1,3,5,3,4,4,4,3,46,28.0,0,False
24990,Female,Loyal Customer,51,Business travel,Business,484,2,4,4,4,4,3,3,2,2,3,2,1,2,2,0,0.0,0,False
128158,Female,disloyal Customer,35,Business travel,Eco,1788,2,1,1,3,5,2,5,5,3,4,4,3,4,5,0,0.0,0,False
36316,Male,Loyal Customer,53,Business travel,Eco,395,3,4,4,4,3,3,3,3,1,3,4,2,3,3,0,0.0,0,False
59730,Male,Loyal Customer,29,Personal Travel,Eco Plus,964,3,4,3,3,2,3,2,2,4,4,4,3,5,2,8,0.0,0,False
124797,Male,Loyal Customer,38,Business travel,Eco,280,1,3,3,3,1,1,1,1,3,4,3,4,4,1,16,35.0,0,False
114281,Female,Loyal Customer,10,Personal Travel,Eco,853,3,4,3,3,3,4,4,4,5,4,4,4,5,4,372,368.0,0,False
56369,Female,Loyal Customer,39,Personal Travel,Eco,200,3,2,3,4,2,3,2,2,1,5,4,4,3,2,1,0.0,0,False
84973,Female,Loyal Customer,40,Business travel,Business,1590,3,3,3,3,2,4,5,4,4,4,4,5,4,4,0,4.0,1,False
19182,Female,Loyal Customer,31,Business travel,Business,2223,5,5,5,5,5,5,5,5,4,4,2,5,1,5,0,0.0,1,False
51599,Male,Loyal Customer,31,Business travel,Eco,493,5,1,1,1,5,5,5,5,1,5,1,3,2,5,0,0.0,1,False
64556,Male,disloyal Customer,22,Business travel,Business,224,4,3,5,4,1,5,1,1,3,5,4,5,5,1,31,33.0,1,False
72107,Female,Loyal Customer,46,Personal Travel,Eco Plus,2556,4,1,4,1,4,2,2,2,2,4,5,1,2,3,0,0.0,0,False
6173,Female,Loyal Customer,60,Personal Travel,Eco,409,3,4,3,4,3,3,3,1,1,3,1,1,1,1,0,0.0,0,False
18236,Male,Loyal Customer,45,Business travel,Business,179,1,1,1,1,2,5,3,5,5,5,5,4,5,2,0,0.0,1,False
76085,Male,Loyal Customer,33,Business travel,Business,2688,1,5,2,5,1,1,1,1,3,4,3,4,4,1,14,8.0,0,False
17829,Male,Loyal Customer,41,Business travel,Eco Plus,1075,4,1,1,1,5,4,5,5,4,3,4,2,1,5,0,0.0,1,False
104242,Female,Loyal Customer,42,Business travel,Business,1276,3,3,3,3,4,5,4,5,5,5,5,3,5,4,0,0.0,1,False
11145,Male,Loyal Customer,51,Personal Travel,Eco,247,3,4,3,2,3,3,3,3,4,5,5,4,5,3,0,0.0,0,False
108824,Male,Loyal Customer,26,Business travel,Business,2595,3,3,3,3,4,4,4,4,5,4,5,3,5,4,5,0.0,1,False
126646,Female,Loyal Customer,25,Business travel,Business,602,2,2,2,2,4,4,4,4,3,4,5,4,5,4,2,0.0,1,False
64319,Male,Loyal Customer,33,Business travel,Business,2669,3,1,4,4,3,3,3,3,2,1,3,1,4,3,0,0.0,0,False
47978,Female,Loyal Customer,10,Personal Travel,Eco,838,1,4,1,4,5,1,4,5,2,5,4,1,3,5,0,0.0,0,False
40419,Female,Loyal Customer,57,Business travel,Business,1936,2,2,2,2,1,4,2,5,5,5,4,1,5,4,0,0.0,1,False
101209,Male,Loyal Customer,53,Personal Travel,Eco,583,2,4,2,3,2,2,2,2,3,4,4,5,5,2,93,77.0,0,False
88420,Female,Loyal Customer,41,Business travel,Business,2136,4,4,4,4,2,4,4,4,4,4,4,1,4,3,6,4.0,0,False
128418,Female,Loyal Customer,15,Business travel,Business,647,2,4,4,4,2,2,2,2,3,2,4,1,3,2,17,27.0,0,False
15379,Male,Loyal Customer,45,Business travel,Eco,306,5,4,4,4,5,5,5,5,1,5,2,1,2,5,1,0.0,1,False
9659,Male,disloyal Customer,48,Business travel,Business,212,4,4,4,3,4,4,2,4,4,4,4,5,4,4,0,0.0,0,False
123370,Male,Loyal Customer,36,Personal Travel,Eco,644,5,5,5,3,4,5,4,4,3,2,4,5,4,4,22,17.0,1,False
32019,Female,disloyal Customer,28,Business travel,Eco,102,4,5,4,5,5,4,5,5,1,3,1,3,4,5,0,0.0,0,False
67195,Male,Loyal Customer,24,Personal Travel,Eco,1121,3,5,3,3,1,3,1,1,4,3,5,4,4,1,0,0.0,0,False
100729,Male,disloyal Customer,38,Business travel,Eco,328,3,1,3,4,1,3,3,1,2,2,4,4,3,1,21,20.0,0,False
90187,Female,Loyal Customer,28,Personal Travel,Eco,983,2,4,2,3,5,2,1,5,5,4,4,4,4,5,0,0.0,0,False
118823,Male,disloyal Customer,33,Business travel,Business,647,2,2,2,2,5,2,5,5,5,4,5,5,5,5,30,29.0,0,False
21421,Male,Loyal Customer,23,Business travel,Business,331,1,5,5,5,1,1,1,1,1,4,4,1,4,1,91,73.0,0,False
34712,Female,disloyal Customer,20,Business travel,Eco,209,3,3,3,3,4,3,4,4,5,5,3,2,3,4,24,14.0,0,False
97132,Female,Loyal Customer,49,Business travel,Business,3370,1,1,1,1,5,2,2,1,1,1,1,3,1,2,13,13.0,0,False
103102,Male,Loyal Customer,10,Personal Travel,Eco,328,1,1,3,3,2,3,2,2,4,2,4,4,3,2,0,0.0,0,False
95779,Female,Loyal Customer,40,Personal Travel,Eco,181,4,4,3,2,3,3,3,3,2,4,3,4,3,3,0,0.0,0,False
21678,Male,Loyal Customer,68,Business travel,Business,746,3,5,3,5,3,3,4,3,3,3,3,1,3,2,130,129.0,0,False
4720,Male,Loyal Customer,26,Business travel,Business,3332,4,4,4,4,5,5,5,5,5,3,5,5,4,5,0,0.0,1,False
60219,Male,Loyal Customer,28,Business travel,Business,1703,5,5,5,5,5,4,5,5,3,5,3,4,4,5,0,0.0,1,False
5937,Male,Loyal Customer,40,Business travel,Business,1588,3,3,3,3,4,4,4,4,4,4,4,5,4,5,46,48.0,1,False
88965,Male,Loyal Customer,31,Business travel,Business,3204,3,3,3,3,3,3,3,3,3,2,2,2,3,3,0,11.0,0,False
128809,Female,Loyal Customer,44,Business travel,Business,2475,4,4,4,4,4,3,5,5,5,5,5,3,5,4,0,0.0,1,False
57302,Female,disloyal Customer,65,Business travel,Business,236,3,3,3,3,2,3,2,2,2,4,4,4,3,2,48,38.0,0,False
48717,Female,Loyal Customer,52,Business travel,Business,2892,4,4,5,4,2,4,4,5,5,5,4,4,5,4,9,13.0,1,False
1477,Female,Loyal Customer,62,Personal Travel,Eco Plus,695,5,4,5,3,5,4,5,5,5,5,5,3,5,4,0,0.0,1,False
56031,Male,Loyal Customer,42,Business travel,Business,2586,2,5,5,5,2,2,2,2,1,2,3,2,3,2,7,34.0,0,False
34294,Female,Loyal Customer,57,Personal Travel,Eco,496,2,5,5,3,2,4,4,1,1,5,4,4,1,3,0,0.0,0,False
40809,Female,disloyal Customer,24,Business travel,Eco,558,1,4,1,3,1,1,1,1,3,3,4,1,3,1,22,18.0,0,False
111544,Male,Loyal Customer,59,Business travel,Business,775,5,5,4,5,5,5,4,5,5,5,5,3,5,4,0,0.0,1,False
78818,Male,Loyal Customer,58,Personal Travel,Eco,447,1,5,1,2,4,1,4,4,4,1,4,1,4,4,0,0.0,0,False
117638,Female,Loyal Customer,9,Personal Travel,Eco,872,4,4,3,4,4,3,4,4,2,5,3,4,3,4,16,14.0,0,False
65730,Male,Loyal Customer,41,Business travel,Business,2499,5,5,5,5,3,4,4,4,4,4,4,5,4,3,3,1.0,1,False
108456,Female,disloyal Customer,18,Business travel,Eco,1444,4,4,4,3,1,4,1,1,3,2,4,1,4,1,16,21.0,0,False
21218,Male,Loyal Customer,60,Personal Travel,Eco,192,5,5,5,1,5,5,5,5,3,4,5,3,5,5,0,0.0,1,False
105698,Male,disloyal Customer,32,Business travel,Business,925,3,3,3,4,1,3,2,1,5,2,4,5,5,1,4,16.0,0,False
39839,Male,Loyal Customer,37,Business travel,Eco,272,4,3,3,3,4,4,4,4,5,5,2,5,4,4,0,0.0,1,False
127580,Male,Loyal Customer,58,Business travel,Business,1773,1,1,1,1,5,4,4,4,4,4,4,3,4,5,0,0.0,1,False
27396,Female,Loyal Customer,26,Business travel,Eco,605,2,5,3,3,2,4,1,2,4,2,5,3,3,2,0,0.0,1,False
108596,Female,Loyal Customer,61,Business travel,Eco,696,4,5,5,5,3,3,3,5,5,4,5,2,5,3,36,39.0,0,False
67354,Female,Loyal Customer,35,Personal Travel,Eco,1471,3,4,3,4,4,3,4,4,4,3,4,4,5,4,16,0.0,0,False
11438,Male,Loyal Customer,10,Business travel,Eco Plus,482,3,4,4,4,3,3,1,3,2,5,3,3,4,3,1,6.0,0,False
49751,Female,disloyal Customer,59,Business travel,Eco,86,1,3,1,3,3,1,4,3,3,4,1,2,5,3,17,16.0,0,False
80079,Female,Loyal Customer,23,Business travel,Business,3076,1,1,1,1,5,5,5,5,4,5,4,5,4,5,0,9.0,1,False
28094,Male,Loyal Customer,63,Personal Travel,Business,933,3,1,3,3,4,3,3,2,2,3,2,2,2,3,13,0.0,0,False
20452,Male,disloyal Customer,40,Business travel,Eco,84,3,3,3,2,1,3,1,1,2,4,2,2,3,1,103,103.0,0,False
5982,Female,disloyal Customer,22,Business travel,Eco,1041,5,5,5,4,3,5,3,3,5,5,4,3,4,3,0,0.0,1,False
16058,Female,Loyal Customer,40,Business travel,Eco,744,4,2,2,2,4,4,4,4,2,3,4,1,3,4,6,0.0,1,False
50681,Female,Loyal Customer,16,Personal Travel,Eco,209,4,2,4,4,4,4,4,4,4,1,4,3,3,4,0,0.0,0,False
53817,Male,Loyal Customer,47,Business travel,Business,140,2,4,3,2,3,2,2,4,4,4,4,3,4,1,18,27.0,1,False
10637,Male,Loyal Customer,41,Business travel,Business,2798,3,3,3,3,5,4,5,4,4,4,4,3,4,3,0,0.0,1,False
18436,Male,Loyal Customer,39,Business travel,Business,2697,2,4,3,4,4,5,5,1,1,1,1,3,1,5,0,17.0,1,False
86977,Male,Loyal Customer,64,Business travel,Business,907,1,1,1,1,1,3,3,1,1,1,1,2,1,4,5,0.0,0,False
87020,Male,Loyal Customer,59,Business travel,Business,3862,3,3,3,3,3,4,4,4,4,4,4,4,4,5,0,0.0,1,False
114152,Female,Loyal Customer,27,Business travel,Business,2272,2,2,5,2,5,5,5,5,4,3,4,3,5,5,0,0.0,1,False
124696,Female,disloyal Customer,37,Business travel,Eco,399,1,1,1,3,2,1,2,2,3,1,3,4,3,2,0,3.0,0,False
110491,Female,Loyal Customer,41,Personal Travel,Eco,663,3,5,3,2,3,3,2,3,1,3,2,3,3,3,26,12.0,0,False
111494,Male,Loyal Customer,41,Business travel,Business,2169,3,3,3,3,5,4,5,4,4,4,4,3,4,5,37,30.0,1,False
1778,Female,disloyal Customer,30,Business travel,Business,408,3,3,3,1,3,3,3,3,3,5,4,3,5,3,0,0.0,0,False
110641,Male,Loyal Customer,23,Business travel,Business,2442,3,3,3,3,5,4,5,5,4,5,5,4,4,5,0,0.0,1,False
62369,Female,Loyal Customer,40,Business travel,Business,2704,4,4,5,4,4,4,4,4,4,4,4,4,4,4,0,0.0,1,False
33535,Female,Loyal Customer,45,Business travel,Business,2351,3,3,3,3,5,5,5,3,3,4,3,5,3,4,0,0.0,1,False
32304,Male,disloyal Customer,38,Business travel,Business,216,4,4,4,4,4,4,4,4,2,4,4,2,2,4,6,12.0,1,False
108990,Male,disloyal Customer,27,Business travel,Business,1041,4,4,4,2,5,4,4,5,4,4,4,5,4,5,0,0.0,1,False
56596,Female,Loyal Customer,46,Business travel,Business,3117,1,1,2,1,3,5,4,4,4,4,4,4,4,3,36,48.0,1,False
72403,Male,Loyal Customer,58,Business travel,Business,964,3,3,3,3,5,5,4,1,1,2,1,3,1,4,85,84.0,1,False
20504,Female,Loyal Customer,22,Personal Travel,Eco,130,2,4,3,4,1,3,1,1,5,5,5,3,2,1,0,21.0,0,False
6242,Male,disloyal Customer,21,Business travel,Eco,594,3,2,3,4,2,3,2,2,3,3,3,2,3,2,1,0.0,0,False
33091,Female,Loyal Customer,36,Personal Travel,Eco,163,4,4,4,4,3,4,3,3,3,5,5,5,5,3,0,0.0,0,False
24737,Male,Loyal Customer,43,Business travel,Business,2029,1,2,2,2,4,3,3,1,1,1,1,1,1,2,0,6.0,0,False
61133,Male,Loyal Customer,21,Personal Travel,Business,853,2,4,2,3,5,2,5,5,3,2,4,4,4,5,0,3.0,0,False
128964,Female,Loyal Customer,62,Business travel,Eco,414,5,2,2,2,3,1,4,5,5,5,5,2,5,3,96,90.0,1,False
90552,Male,disloyal Customer,25,Business travel,Business,240,2,3,3,4,2,3,4,2,4,4,4,4,5,2,4,3.0,0,False
121463,Male,Loyal Customer,38,Personal Travel,Eco,257,1,3,1,3,2,1,2,2,1,5,3,2,3,2,0,0.0,0,False
9404,Female,Loyal Customer,21,Personal Travel,Business,1027,2,5,2,1,5,2,5,5,3,4,5,3,4,5,0,1.0,0,False
125105,Female,Loyal Customer,24,Business travel,Business,361,3,2,2,2,3,3,3,3,4,5,3,1,3,3,0,12.0,0,False
49043,Female,Loyal Customer,36,Business travel,Business,337,5,5,5,5,5,3,3,4,4,4,4,2,4,4,16,23.0,1,False
17251,Female,disloyal Customer,24,Business travel,Eco,692,3,2,2,3,4,2,4,4,2,4,4,2,4,4,15,2.0,0,False
127121,Male,Loyal Customer,24,Personal Travel,Eco,651,4,4,4,3,2,4,2,2,3,4,4,5,4,2,0,0.0,0,False
29857,Male,Loyal Customer,30,Business travel,Business,1943,2,2,2,2,5,5,5,5,5,3,3,4,3,5,0,5.0,1,False
83879,Male,Loyal Customer,59,Business travel,Business,1670,5,5,5,5,5,4,4,5,5,5,5,5,5,5,0,0.0,1,False
53993,Female,Loyal Customer,33,Business travel,Eco,1825,4,4,4,4,4,4,4,4,2,1,5,3,1,4,14,0.0,1,False
4465,Male,Loyal Customer,57,Business travel,Eco,605,1,3,3,3,1,1,1,1,4,5,4,3,3,1,21,18.0,0,False
66624,Male,Loyal Customer,52,Business travel,Business,802,4,4,4,4,2,5,5,4,4,4,4,3,4,3,0,0.0,1,False
57809,Male,Loyal Customer,35,Personal Travel,Eco,1235,3,5,3,1,5,3,5,5,3,2,3,5,5,5,0,0.0,0,False
56113,Female,Loyal Customer,27,Business travel,Business,1400,4,4,4,4,5,5,5,5,5,5,5,5,5,5,0,5.0,1,False
77174,Male,Loyal Customer,67,Personal Travel,Eco,1355,3,2,3,3,2,3,2,2,4,3,3,3,4,2,0,0.0,1,False
22056,Female,Loyal Customer,48,Business travel,Business,2133,1,1,1,1,4,4,1,5,5,5,5,3,5,4,72,61.0,1,False
113924,Female,Loyal Customer,64,Personal Travel,Eco,1670,2,4,2,3,2,2,3,4,4,2,4,4,4,1,3,0.0,0,False
36096,Female,Loyal Customer,49,Personal Travel,Eco,399,3,4,3,3,3,4,5,4,4,3,4,4,4,5,6,13.0,0,False
26881,Male,Loyal Customer,44,Business travel,Eco,689,2,2,2,2,2,2,2,2,4,1,3,4,2,2,0,0.0,1,False
10143,Male,disloyal Customer,22,Business travel,Business,1157,2,4,2,3,4,2,4,4,4,5,3,3,4,4,13,4.0,0,False
127880,Male,Loyal Customer,65,Personal Travel,Eco,1276,2,4,2,5,1,2,1,1,3,5,4,3,4,1,0,1.0,0,False
77705,Male,Loyal Customer,10,Business travel,Business,731,4,4,4,4,5,5,5,5,3,2,5,3,5,5,0,0.0,1,False
121774,Female,Loyal Customer,63,Business travel,Business,337,2,2,2,2,2,4,5,4,4,4,4,3,4,4,0,0.0,1,False
113239,Male,Loyal Customer,70,Personal Travel,Business,197,2,5,2,3,5,1,1,3,3,2,3,1,3,5,2,0.0,0,False
59447,Female,Loyal Customer,53,Business travel,Business,1637,2,2,2,2,3,5,5,4,4,4,4,5,4,5,25,35.0,1,False
1303,Female,Loyal Customer,53,Personal Travel,Eco,309,2,3,4,3,3,4,4,4,4,4,4,4,4,4,0,0.0,0,False
109040,Female,Loyal Customer,29,Business travel,Business,849,3,3,3,3,3,3,3,3,2,5,4,2,3,3,22,8.0,0,False
115836,Female,Loyal Customer,71,Business travel,Eco,337,5,1,1,1,3,4,1,5,5,5,5,5,5,1,0,0.0,1,False
97062,Female,Loyal Customer,29,Business travel,Business,1357,4,4,4,4,4,4,4,4,4,3,5,3,5,4,3,0.0,1,False
81282,Male,Loyal Customer,48,Business travel,Business,3948,5,5,5,5,2,4,4,5,5,5,5,4,5,4,0,0.0,1,False
125113,Male,disloyal Customer,26,Business travel,Business,361,3,3,3,1,3,3,1,3,4,3,4,3,2,3,0,0.0,0,False
80724,Male,Loyal Customer,31,Business travel,Business,448,5,5,5,5,2,3,2,2,4,2,5,3,4,2,0,3.0,1,False
100546,Male,Loyal Customer,9,Business travel,Eco Plus,580,2,4,3,3,2,1,4,2,3,5,4,4,4,2,31,15.0,0,False
59617,Male,Loyal Customer,55,Business travel,Eco,964,2,1,3,1,2,2,2,2,2,3,4,1,4,2,0,0.0,0,False
74902,Male,Loyal Customer,27,Business travel,Business,2586,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,0.0,1,False
34765,Female,Loyal Customer,67,Business travel,Business,264,4,5,5,5,1,4,4,4,4,4,4,3,4,2,0,0.0,0,False
51139,Female,Loyal Customer,13,Personal Travel,Eco,373,2,1,3,3,5,3,5,5,4,3,2,4,3,5,0,0.0,0,False
35255,Male,disloyal Customer,24,Business travel,Eco,1035,1,1,1,3,4,1,4,4,5,1,2,3,2,4,0,0.0,0,False
127127,Female,Loyal Customer,34,Personal Travel,Eco,338,2,5,2,1,3,2,3,3,4,3,4,4,4,3,0,0.0,0,False
62570,Female,Loyal Customer,25,Business travel,Business,1726,1,4,4,4,1,1,1,1,2,5,3,3,4,1,14,0.0,0,False
4680,Female,Loyal Customer,55,Personal Travel,Eco,364,5,5,5,3,5,4,5,4,4,5,4,5,4,3,0,0.0,1,False
65548,Male,Loyal Customer,58,Business travel,Business,3884,1,1,1,1,5,4,5,5,5,5,5,5,5,3,0,0.0,1,False
129468,Male,Loyal Customer,33,Business travel,Business,2704,3,3,3,3,4,4,4,4,5,3,4,5,4,4,3,21.0,1,False
73697,Male,Loyal Customer,54,Business travel,Eco,192,2,4,4,4,2,2,2,2,4,5,3,4,4,2,0,0.0,0,False
41646,Female,disloyal Customer,45,Business travel,Eco,347,1,3,1,4,3,1,4,3,2,4,2,2,1,3,0,9.0,0,False
